;tweet;sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
39;Sudah dikavling kavling dananya. 20% buat politisi 15% buat keuntungan katering 65% lauk pauk anak2 sekolah. Pas sudah !;0.0;sudah dikavling kavling dananya percent buat politisi percent buat keuntungan katering percent lauk pauk anak2 sekolah pas sudah;['sudah', 'dikavling', 'kavling', 'dananya', 'percent', 'buat', 'politisi', 'percent', 'buat', 'keuntungan', 'katering', 'percent', 'lauk', 'pauk', 'anak2', 'sekolah', 'pas', 'sudah'];['sudah', 'dikavling', 'kavling', 'dananya', 'percent', 'buat', 'politisi', 'percent', 'buat', 'keuntungan', 'katering', 'percent', 'lauk', 'pauk', 'anak2', 'sekolah', 'cocok', 'sudah'];['dikavling', 'kavling', 'dananya', 'percent', 'politisi', 'percent', 'keuntungan', 'katering', 'percent', 'lauk', 'pauk', 'anak2', 'sekolah', 'cocok'];dikavling kavling dananya percent politisi percent keuntungan katering percent lauk pauk anak2 sekolah cocok;dikavling kavling dana percent politis percent untung katering percent lauk pauk anak2 sekolah cocok
40; plis meet up ama fufufafa ciledug;0.0;plis meet up ama fufufafa ciledug;['plis', 'meet', 'up', 'ama', 'fufufafa', 'ciledug'];['mohon', 'meet', 'up', 'sama', 'fufufafa', 'ciledug'];['mohon', 'meet', 'up', 'fufufafa', 'ciledug'];mohon meet up fufufafa ciledug;mohon meet up fufufafa ciledug
41;SMK plus kursus aja bisa jadi wapres ya?! ...wkwkwk...;0.0;allcaps smk allcaps plus kursus aja bisa jadi wapres ya repeated repeated wkwkwk repeated;['allcaps', 'smk', 'allcaps', 'plus', 'kursus', 'aja', 'bisa', 'jadi', 'wapres', 'ya', 'repeated', 'repeated', 'wkwkwk', 'repeated'];['allcaps', 'smk', 'allcaps', 'ditambah', 'kursus', 'saja', 'bisa', 'jadi', 'wapres', 'iya', 'repeated', 'repeated', 'wkwkwk', 'repeated'];['allcaps', 'smk', 'allcaps', 'ditambah', 'kursus', 'wapres', 'iya', 'repeated', 'repeated', 'wkwkwk', 'repeated'];allcaps smk allcaps ditambah kursus wapres iya repeated repeated wkwkwk repeated;allcaps smk allcaps tambah kursus wapres iya repeated repeated wkwkwk repeated
42;Boleh juga tuh. Jangan bayar pajak. Kita bayar tol aja skrg. ..wkwkwkwk...;-1.0;boleh juga tuh jangan bayar pajak kita bayar tol aja skrg repeated wkwkwkwk repeated;['boleh', 'juga', 'tuh', 'jangan', 'bayar', 'pajak', 'kita', 'bayar', 'tol', 'aja', 'skrg', 'repeated', 'wkwkwkwk', 'repeated'];['boleh', 'juga', 'itu', 'jangan', 'bayar', 'pajak', 'kita', 'bayar', 'tol', 'saja', 'sekarang', 'repeated', 'wkwkwkwk', 'repeated'];['bayar', 'pajak', 'bayar', 'tol', 'repeated', 'wkwkwkwk', 'repeated'];bayar pajak bayar tol repeated wkwkwkwk repeated;bayar pajak bayar tol repeated wkwkwkwk repeated
43;fufufafa login gibran serpihan hati kangen ggs https://t.co/jpkNBKqyne https://t.co/M7bFruSaWd;1.0;fufufafa login gibran serpihan hati kangen ggs cojpknbkqyne com7bfrusawd;['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'cojpknbkqyne', 'com7bfrusawd'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'cojpknbkqyne', 'com7bfrusawd'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'cojpknbkqyne', 'com7bfrusawd'];fufufafa login gibran serpihan hati kangen ggs cojpknbkqyne com7bfrusawd;fufufafa login gibran serpih hati kangen ggs cojpknbkqyne com7bfrusawd
44;Bu menteri ternyata ndobooollllll juga seperti Mulyono fldan Fufufafa ;-1.0;bu menteri ternyata ndobooll elongated juga seperti mulyono fldan fufufafa;['bu', 'menteri', 'ternyata', 'ndobooll', 'elongated', 'juga', 'seperti', 'mulyono', 'fldan', 'fufufafa'];['bu', 'menteri', 'ternyata', 'ndobooll', 'elongated', 'juga', 'seperti', 'mulyono', 'fldan', 'fufufafa'];['bu', 'menteri', 'ndobooll', 'elongated', 'mulyono', 'fldan', 'fufufafa'];bu menteri ndobooll elongated mulyono fldan fufufafa;bu menteri ndobooll elongated mulyono fldan fufufafa
45; Viralkan terus Kejahatan Jokowi dan Pengkhianatan Jokowi terhadap Pancasila dan UUD 45 semacam Pelanggaran HAM KM50 Kanjuruhan Pemilu 2019 Covid dll sampai Jokowi sekeluarga masuk Jeruji Besi dan Wapres Palsu Bocil Psikopat FufuFafa Dimakzulkan #JokowiPredatorAPBN https://t.co/dFHZgDLdJq;-1.0;viralkan terus kejahatan jokowi dan pengkhianatan jokowi terhadap pancasila dan allcaps uud allcaps number semacam pelanggaran allcaps ham allcaps km50 kanjuruhan pemilu number covid dll sampai jokowi sekeluarga masuk jeruji besi dan wapres palsu bocil psikopat fufufafa dimakzulkan hashtag jokowi predator apbn hashtag codfhzgdldjq;['viralkan', 'terus', 'kejahatan', 'jokowi', 'dan', 'pengkhianatan', 'jokowi', 'terhadap', 'pancasila', 'dan', 'allcaps', 'uud', 'allcaps', 'number', 'semacam', 'pelanggaran', 'allcaps', 'ham', 'allcaps', 'km50', 'kanjuruhan', 'pemilu', 'number', 'covid', 'dll', 'sampai', 'jokowi', 'sekeluarga', 'masuk', 'jeruji', 'besi', 'dan', 'wapres', 'palsu', 'bocil', 'psikopat', 'fufufafa', 'dimakzulkan', 'hashtag', 'jokowi', 'predator', 'apbn', 'hashtag', 'codfhzgdldjq'];['viralkan', 'terus', 'kejahatan', 'jokowi', 'dan', 'pengkhianatan', 'jokowi', 'terhadap', 'pancasila', 'dan', 'allcaps', 'uud', 'allcaps', 'number', 'semacam', 'pelanggaran', 'allcaps', 'ham', 'allcaps', 'km50', 'kanjuruhan', 'pemilu', 'number', 'covid', 'dll', 'sampai', 'jokowi', 'sekeluarga', 'masuk', 'jeruji', 'besi', 'dan', 'wapres', 'palsu', 'bocil', 'psikopat', 'fufufafa', 'dimakzulkan', 'hashtag', 'jokowi', 'predator', 'apbn', 'hashtag', 'codfhzgdldjq'];['viralkan', 'kejahatan', 'jokowi', 'pengkhianatan', 'jokowi', 'pancasila', 'allcaps', 'uud', 'allcaps', 'number', 'pelanggaran', 'allcaps', 'ham', 'allcaps', 'km50', 'kanjuruhan', 'pemilu', 'number', 'covid', 'dll', 'jokowi', 'sekeluarga', 'masuk', 'jeruji', 'besi', 'wapres', 'palsu', 'bocil', 'psikopat', 'fufufafa', 'dimakzulkan', 'hashtag', 'jokowi', 'predator', 'apbn', 'hashtag', 'codfhzgdldjq'];viralkan kejahatan jokowi pengkhianatan jokowi pancasila allcaps uud allcaps number pelanggaran allcaps ham allcaps km50 kanjuruhan pemilu number covid dll jokowi sekeluarga masuk jeruji besi wapres palsu bocil psikopat fufufafa dimakzulkan hashtag jokowi predator apbn hashtag codfhzgdldjq;viralkan jahat jokowi khianat jokowi pancasila allcaps uud allcaps number langgar allcaps ham allcaps km50 kanjuruhan milu number covid dll jokowi keluarga masuk jeruji besi wapres palsu bocil psikopat fufufafa makzul hashtag jokowi predator apbn hashtag codfhzgdldjq
46;Orang rakus dan tamak apapun dilakukannya demi untuk keluarga.;-1.0;orang rakus dan tamak apapun dilakukannya demi untuk keluarga;['orang', 'rakus', 'dan', 'tamak', 'apapun', 'dilakukannya', 'demi', 'untuk', 'keluarga'];['orang', 'rakus', 'dan', 'tamak', 'apapun', 'dilakukannya', 'demi', 'untuk', 'keluarga'];['orang', 'rakus', 'tamak', 'apapun', 'dilakukannya', 'keluarga'];orang rakus tamak apapun dilakukannya keluarga;orang rakus tamak apa laku keluarga
47; Menggaji program gak jelas pemerintahan kek IKN food estate yang gatot mana dikorupsi pula ya kali ekonomi kembang kempis bela belain buat pejabat obesitas;-1.0;menggaji program gak jelas pemerintahan kek allcaps ikn allcaps food estate yang gatot mana dikorupsi pula ya kali ekonomi kembang kempis bela belain buat pejabat obesitas;['menggaji', 'program', 'gak', 'jelas', 'pemerintahan', 'kek', 'allcaps', 'ikn', 'allcaps', 'food', 'estate', 'yang', 'gatot', 'mana', 'dikorupsi', 'pula', 'ya', 'kali', 'ekonomi', 'kembang', 'kempis', 'bela', 'belain', 'buat', 'pejabat', 'obesitas'];['menggaji', 'program', 'tidak', 'jelas', 'pemerintahan', 'kayak', 'allcaps', 'ikn', 'allcaps', 'food', 'estate', 'yang', 'gatot', 'mana', 'dikorupsi', 'pula', 'iya', 'kali', 'ekonomi', 'kembang', 'kempis', 'bela', 'belain', 'buat', 'pejabat', 'obesitas'];['menggaji', 'program', 'pemerintahan', 'kayak', 'allcaps', 'ikn', 'allcaps', 'food', 'estate', 'gatot', 'dikorupsi', 'iya', 'kali', 'ekonomi', 'kembang', 'kempis', 'bela', 'belain', 'pejabat', 'obesitas'];menggaji program pemerintahan kayak allcaps ikn allcaps food estate gatot dikorupsi iya kali ekonomi kembang kempis bela belain pejabat obesitas;gaji program perintah kayak allcaps ikn allcaps food estate gatot korupsi iya kali ekonomi kembang kempis bela bain jabat obesitas
48; Wkwkwkwk nyawa manusia bisa dihitung untung rugi ye padahal bpjs kan arisan sistemnya kok dibuat mainan;-1.0;wkwkwkwk nyawa manusia bisa dihitung untung rugi ye padahal bpjs kan arisan sistemnya kok dibuat mainan;['wkwkwkwk', 'nyawa', 'manusia', 'bisa', 'dihitung', 'untung', 'rugi', 'ye', 'padahal', 'bpjs', 'kan', 'arisan', 'sistemnya', 'kok', 'dibuat', 'mainan'];['wkwkwkwk', 'nyawa', 'manusia', 'bisa', 'dihitung', 'untung', 'rugi', 'ye', 'padahal', 'bpjs', 'kan', 'arisan', 'sistemnya', 'kok', 'dibuat', 'mainan'];['wkwkwkwk', 'nyawa', 'manusia', 'dihitung', 'untung', 'rugi', 'ye', 'bpjs', 'arisan', 'sistemnya', 'mainan'];wkwkwkwk nyawa manusia dihitung untung rugi ye bpjs arisan sistemnya mainan;wkwkwkwk nyawa manusia hitung untung rugi ye bpjs arisan sistem main
49;fufufafa login gibran serpihan hati kangen ggs https://t.co/OjGLmIQlR5 https://t.co/C8oCoWpD9Y;1.0;fufufafa login gibran serpihan hati kangen ggs coojglmiqlr5 coc8ocowpd9y;['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'coojglmiqlr5', 'coc8ocowpd9y'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'coojglmiqlr5', 'coc8ocowpd9y'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'coojglmiqlr5', 'coc8ocowpd9y'];fufufafa login gibran serpihan hati kangen ggs coojglmiqlr5 coc8ocowpd9y;fufufafa login gibran serpih hati kangen ggs coojglmiqlr5 coc8ocowpd9y
50;fufufafa login gibran serpihan hati kangen ggs https://t.co/CfuVDuvD8t https://t.co/kmcFBYH1TT;1.0;fufufafa login gibran serpihan hati kangen ggs cocfuvduvd8t cokmcfbyh1tt;['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'cocfuvduvd8t', 'cokmcfbyh1tt'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'cocfuvduvd8t', 'cokmcfbyh1tt'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'cocfuvduvd8t', 'cokmcfbyh1tt'];fufufafa login gibran serpihan hati kangen ggs cocfuvduvd8t cokmcfbyh1tt;fufufafa login gibran serpih hati kangen ggs cocfuvduvd8t cokmcfbyh1tt
51; sekeluarga stres direndahkan seinternasional?;-1.0;sekeluarga stres direndahkan seinternasional;['sekeluarga', 'stres', 'direndahkan', 'seinternasional'];['sekeluarga', 'stres', 'direndahkan', 'seinternasional'];['sekeluarga', 'stres', 'direndahkan', 'seinternasional'];sekeluarga stres direndahkan seinternasional;keluarga stres rendah internasional
52;  Muka lusuh dn tengilnya dh kya fufufafa;-1.0;muka lusuh dn tengilnya dh kya fufufafa;['muka', 'lusuh', 'dn', 'tengilnya', 'dh', 'kya', 'fufufafa'];['muka', 'lusuh', 'dan', 'tengilnya', 'sudah', 'kya', 'fufufafa'];['muka', 'lusuh', 'tengilnya', 'kya', 'fufufafa'];muka lusuh tengilnya kya fufufafa;muka lusuh tengil kya fufufafa
53; fufufafa bobok dulu ;0.0;fufufafa bobok dulu;['fufufafa', 'bobok', 'dulu'];['fufufafa', 'bobok', 'dulu'];['fufufafa', 'bobok'];fufufafa bobok;fufufafa bobok
54;  Umat disuruh miskin dianya hedon;-1.0;umat disuruh miskin dianya hedon;['umat', 'disuruh', 'miskin', 'dianya', 'hedon'];['umat', 'disuruh', 'miskin', 'dianya', 'hedon'];['umat', 'disuruh', 'miskin', 'dianya', 'hedon'];umat disuruh miskin dianya hedon;umat suruh miskin dia hedon
55;  gw masakin menu makan siang gratis ala wowo dan fufufafa nanti;1.0;gw masakin menu makan siang gratis ala wowo dan fufufafa nanti;['gw', 'masakin', 'menu', 'makan', 'siang', 'gratis', 'ala', 'wowo', 'dan', 'fufufafa', 'nanti'];['saya', 'masakin', 'menu', 'makan', 'siang', 'gratis', 'ala', 'wowo', 'dan', 'fufufafa', 'nanti'];['masakin', 'menu', 'makan', 'siang', 'gratis', 'ala', 'wowo', 'fufufafa'];masakin menu makan siang gratis ala wowo fufufafa;masakin menu makan siang gratis ala wowo fufufafa
56;BaZnas ingin menyelamatkan fufufafa...;0.0;baznas ingin menyelamatkan fufufafa repeated;['baznas', 'ingin', 'menyelamatkan', 'fufufafa', 'repeated'];['baznas', 'ingin', 'menyelamatkan', 'fufufafa', 'repeated'];['baznas', 'menyelamatkan', 'fufufafa', 'repeated'];baznas menyelamatkan fufufafa repeated;baznas selamat fufufafa repeated
57; Lu balas dendam ya karna pernah dibilang mirip fufufafa;-1.0;lu balas dendam ya karna pernah dibilang mirip fufufafa;['lu', 'balas', 'dendam', 'ya', 'karna', 'pernah', 'dibilang', 'mirip', 'fufufafa'];['kamu', 'balas', 'dendam', 'iya', 'karena', 'pernah', 'dibilang', 'mirip', 'fufufafa'];['balas', 'dendam', 'iya', 'dibilang', 'fufufafa'];balas dendam iya dibilang fufufafa;balas dendam iya bilang fufufafa
58;  Makin gak percaya sama yang namanya Fufufafa;-1.0;makin gak percaya sama yang namanya fufufafa;['makin', 'gak', 'percaya', 'sama', 'yang', 'namanya', 'fufufafa'];['makin', 'tidak', 'percaya', 'sama', 'yang', 'namanya', 'fufufafa'];['percaya', 'namanya', 'fufufafa'];percaya namanya fufufafa;percaya nama fufufafa
59; sampean aja berobat ke malaysia loh;-1.0;sampean aja berobat ke malaysia loh;['sampean', 'aja', 'berobat', 'ke', 'malaysia', 'loh'];['sampean', 'saja', 'berobat', 'ke', 'malaysia', 'loh'];['sampean', 'berobat', 'malaysia', 'loh'];sampean berobat malaysia loh;sampean obat malaysia loh
60;fufufafa login gibran serpihan hati kangen ggs https://t.co/Nz4Imm3Qkm https://t.co/s2MpswkcaZ;1.0;fufufafa login gibran serpihan hati kangen ggs conz4imm3qkm cos2mpswkcaz;['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'conz4imm3qkm', 'cos2mpswkcaz'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'conz4imm3qkm', 'cos2mpswkcaz'];['fufufafa', 'login', 'gibran', 'serpihan', 'hati', 'kangen', 'ggs', 'conz4imm3qkm', 'cos2mpswkcaz'];fufufafa login gibran serpihan hati kangen ggs conz4imm3qkm cos2mpswkcaz;fufufafa login gibran serpih hati kangen ggs conz4imm3qkm cos2mpswkcaz
61;   Kalau bowo gak bisa hadir ya suruh penggantinya tapi presiden emang gak level sih kalau acaranya tingkat desa;-1.0;kalau bowo gak bisa hadir ya suruh penggantinya tapi presiden emang gak level sih kalau acaranya tingkat desa;['kalau', 'bowo', 'gak', 'bisa', 'hadir', 'ya', 'suruh', 'penggantinya', 'tapi', 'presiden', 'emang', 'gak', 'level', 'sih', 'kalau', 'acaranya', 'tingkat', 'desa'];['kalau', 'bowo', 'tidak', 'bisa', 'hadir', 'iya', 'suruh', 'penggantinya', 'tapi', 'presiden', 'memang', 'tidak', 'level', 'sih', 'kalau', 'acaranya', 'tingkat', 'desa'];['bowo', 'hadir', 'iya', 'suruh', 'penggantinya', 'presiden', 'level', 'sih', 'acaranya', 'tingkat', 'desa'];bowo hadir iya suruh penggantinya presiden level sih acaranya tingkat desa;bowo hadir iya suruh ganti presiden level sih acara tingkat desa
62; ddhhuuu .. fufufafa sakaw piyee jall ..!! minjem satus ewu tan ..;-1.0;dhu elongated repeated fufufafa sakaw piyee jall repeated minjem satus ewu tan repeated;['dhu', 'elongated', 'repeated', 'fufufafa', 'sakaw', 'piyee', 'jall', 'repeated', 'minjem', 'satus', 'ewu', 'tan', 'repeated'];['dhu', 'elongated', 'repeated', 'fufufafa', 'sakaw', 'piyee', 'jall', 'repeated', 'minjem', 'satus', 'ewu', 'tan', 'repeated'];['dhu', 'elongated', 'repeated', 'fufufafa', 'sakaw', 'piyee', 'jall', 'repeated', 'minjem', 'satus', 'ewu', 'tan', 'repeated'];dhu elongated repeated fufufafa sakaw piyee jall repeated minjem satus ewu tan repeated;dhu elongated repeated fufufafa sakaw piyee jall repeated minjem satus ewu tan repeated
63;  Fufufafa aja aman;0.0;fufufafa aja aman;['fufufafa', 'aja', 'aman'];['fufufafa', 'saja', 'aman'];['fufufafa', 'aman'];fufufafa aman;fufufafa aman
64;Watak Yahudi licik mereka tidak akan pernah meridloi Ummat islam di Palestina dan dimana saja berada.... Ma gencatan senjata karena sudah terdesak mau kalah ;-1.0;watak yahudi licik mereka tidak akan pernah meridloi ummat islam di palestina dan dimana saja berada repeated ma gencatan senjata karena sudah terdesak mau kalah;['watak', 'yahudi', 'licik', 'mereka', 'tidak', 'akan', 'pernah', 'meridloi', 'ummat', 'islam', 'di', 'palestina', 'dan', 'dimana', 'saja', 'berada', 'repeated', 'ma', 'gencatan', 'senjata', 'karena', 'sudah', 'terdesak', 'mau', 'kalah'];['watak', 'yahudi', 'licik', 'mereka', 'tidak', 'akan', 'pernah', 'meridloi', 'ummat', 'islam', 'di', 'palestina', 'dan', 'dimana', 'saja', 'berada', 'repeated', 'sama', 'gencatan', 'senjata', 'karena', 'sudah', 'terdesak', 'mau', 'kalah'];['watak', 'yahudi', 'licik', 'meridloi', 'ummat', 'islam', 'palestina', 'dimana', 'repeated', 'gencatan', 'senjata', 'terdesak', 'kalah'];watak yahudi licik meridloi ummat islam palestina dimana repeated gencatan senjata terdesak kalah;watak yahudi licik meridloi ummat islam palestina mana repeated gencat senjata desak kalah
65;   Weh mirip Bojone fufufafa;0.0;weh mirip bojone fufufafa;['weh', 'mirip', 'bojone', 'fufufafa'];['weh', 'mirip', 'bojone', 'fufufafa'];['weh', 'bojone', 'fufufafa'];weh bojone fufufafa;weh bojone fufufafa
66;   ini hasil rembukan sama solo wowo boleh jadi presiden namun yg ngatur tetap Jokowi dan sebagai bukti patuh tersandera semua dari PSI yg menghina parabowo diangkat jadi pejabat termasuk memaafkan fufufafa Belahargadiri dan keluarga gak mampu gmn mau bela rakyat Cuak;-1.0;ini hasil rembukan sama solo wowo boleh jadi presiden namun yg ngatur tetap jokowi dan sebagai bukti patuh tersandera semua dari allcaps psi allcaps yg menghina parabowo diangkat jadi pejabat termasuk memaafkan fufufafa belahargadiri dan keluarga gak mampu gmn mau bela rakyat cuak;['ini', 'hasil', 'rembukan', 'sama', 'solo', 'wowo', 'boleh', 'jadi', 'presiden', 'namun', 'yg', 'ngatur', 'tetap', 'jokowi', 'dan', 'sebagai', 'bukti', 'patuh', 'tersandera', 'semua', 'dari', 'allcaps', 'psi', 'allcaps', 'yg', 'menghina', 'parabowo', 'diangkat', 'jadi', 'pejabat', 'termasuk', 'memaafkan', 'fufufafa', 'belahargadiri', 'dan', 'keluarga', 'gak', 'mampu', 'gmn', 'mau', 'bela', 'rakyat', 'cuak'];['ini', 'hasil', 'rembukan', 'sama', 'solo', 'wowo', 'boleh', 'jadi', 'presiden', 'namun', 'yang', 'ngatur', 'tetap', 'jokowi', 'dan', 'sebagai', 'bukti', 'patuh', 'tersandera', 'semua', 'dari', 'allcaps', 'psi', 'allcaps', 'yang', 'menghina', 'parabowo', 'diangkat', 'jadi', 'pejabat', 'termasuk', 'memaafkan', 'fufufafa', 'belahargadiri', 'dan', 'keluarga', 'tidak', 'mampu', 'bagaimana', 'mau', 'bela', 'rakyat', 'cuak'];['hasil', 'rembukan', 'solo', 'wowo', 'presiden', 'ngatur', 'jokowi', 'bukti', 'patuh', 'tersandera', 'allcaps', 'psi', 'allcaps', 'menghina', 'parabowo', 'diangkat', 'pejabat', 'memaafkan', 'fufufafa', 'belahargadiri', 'keluarga', 'bela', 'rakyat', 'cuak'];hasil rembukan solo wowo presiden ngatur jokowi bukti patuh tersandera allcaps psi allcaps menghina parabowo diangkat pejabat memaafkan fufufafa belahargadiri keluarga bela rakyat cuak;hasil rembuk solo wowo presiden ngatur jokowi bukti patuh sandera allcaps psi allcaps hina parabowo angkat jabat maaf fufufafa belahargadiri keluarga bela rakyat cuak
67;   Gak bisa ngurus negara mmg bener prediksi fufufafa ttg si jendral ini. Dikasih saran juga bebal. Memilih akhir hidup dgn menghinakan diri...;-1.0;gak bisa ngurus negara mmg bener prediksi fufufafa ttg si jendral ini dikasih saran juga bebal memilih akhir hidup dgn menghinakan diri repeated;['gak', 'bisa', 'ngurus', 'negara', 'mmg', 'bener', 'prediksi', 'fufufafa', 'ttg', 'si', 'jendral', 'ini', 'dikasih', 'saran', 'juga', 'bebal', 'memilih', 'akhir', 'hidup', 'dgn', 'menghinakan', 'diri', 'repeated'];['tidak', 'bisa', 'ngurus', 'negara', 'mmg', 'benar', 'prediksi', 'fufufafa', 'tentang', 'sih', 'jendral', 'ini', 'dikasih', 'saran', 'juga', 'bebal', 'memilih', 'akhir', 'hidup', 'dengan', 'menghinakan', 'diri', 'repeated'];['ngurus', 'negara', 'mmg', 'prediksi', 'fufufafa', 'sih', 'jendral', 'dikasih', 'saran', 'bebal', 'memilih', 'hidup', 'menghinakan', 'repeated'];ngurus negara mmg prediksi fufufafa sih jendral dikasih saran bebal memilih hidup menghinakan repeated;ngurus negara mmg prediksi fufufafa sih jendral kasih saran bebal pilih hidup hina repeated
68;"  Kirain panu kadas kurap saja yg menular Ternyata ijazah palsu juga Lalu pertanyaannya buat apa fufufafa bagi2 susu &amp; kasih makan siang gratis ke anak sekolah ? Tidak perlu repot repot sekolah utk jadi wapres &amp; komisaris adik adik ";-1.0;kirain panu kadas kurap saja yg menular ternyata ijazah palsu juga lalu pertanyaannya buat apa fufufafa bagi2 susu kasih makan siang gratis ke anak sekolah tidak perlu repot repot sekolah utk jadi wapres komisaris adik adik;['kirain', 'panu', 'kadas', 'kurap', 'saja', 'yg', 'menular', 'ternyata', 'ijazah', 'palsu', 'juga', 'lalu', 'pertanyaannya', 'buat', 'apa', 'fufufafa', 'bagi2', 'susu', 'kasih', 'makan', 'siang', 'gratis', 'ke', 'anak', 'sekolah', 'tidak', 'perlu', 'repot', 'repot', 'sekolah', 'utk', 'jadi', 'wapres', 'komisaris', 'adik', 'adik'];['prasangka', 'panu', 'kadas', 'kurap', 'saja', 'yang', 'menular', 'ternyata', 'ijazah', 'palsu', 'juga', 'lalu', 'pertanyaannya', 'buat', 'apa', 'fufufafa', 'bagi2', 'susu', 'kasih', 'makan', 'siang', 'gratis', 'ke', 'anak', 'sekolah', 'tidak', 'perlu', 'repot', 'repot', 'sekolah', 'untuk', 'jadi', 'wapres', 'komisaris', 'adik', 'adik'];['prasangka', 'panu', 'kadas', 'kurap', 'menular', 'ijazah', 'palsu', 'pertanyaannya', 'fufufafa', 'bagi2', 'susu', 'kasih', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'repot', 'repot', 'sekolah', 'wapres', 'komisaris', 'adik', 'adik'];prasangka panu kadas kurap menular ijazah palsu pertanyaannya fufufafa bagi2 susu kasih makan siang gratis anak sekolah repot repot sekolah wapres komisaris adik adik;prasangka panu kadas kurap tular ijazah palsu tanya fufufafa bagi2 susu kasih makan siang gratis anak sekolah repot repot sekolah wapres komisaris adik adik
